"Pos","Driver","Location","Region","Club","Starts","Wins","Avg Start","Avg Finish","Avg Pts per Race","Top 25%","Avg Field Size","Laps","Laps Lead","Avg Inc","Class","iRating","ttRating","Club Pts","Total Pts","CustId"
"199","Adam Peter","US","Region 5","Illinois","103","31","3","3","98","68","11","3048","1089","1.18","A 4.65","4681","1350","1543","10049","17777"
"200","Dustin Shoulders","US","Region 4","Indiana","189","39","5","4","94","100","12","6222","1345","1.86","A 3.49","4681","1350","2133","17714","213697"
"201","Charles Trennepohl","US","Region 4","Indiana","1919","400","5","6","81","935","14","48869","10565","2.64","A 2.98","4675","1629","4175","156139","276206"
"202","Mason White","US","N/A","Carolina","82","33","3","3","116","56","12","2307","894","0.88","A 4.44","4666","1394","419","9489","111185"
"203","Trae Kirk","US","Region 3","Georgia","348","45","6","6","59","117","13","8794","1523","2.83","A 4.15","4666","1350","1332","20551","363877"
"204","Jacob Todd","US","Region 2","Ohio","764","118","5","5","91","348","14","22998","4212","1.69","A 3.58","4665","1163","3740","69214","413405"
"205","Tommy Bush","US","Region 4","Northwest","682","77","6","6","65","185","12","20159","2442","3.31","A 3.44","4664","1350","6831","44227","306311"
"206","Garrett Peppiatt","US","Region 6","Michigan","239","45","5","6","82","107","14","7125","1895","3.93","A 3.07","4662","1300","1933","19528","274034"
"207","Clay Debban","US","Region 4","Northwest","566","164","3","4","92","317","11","19321","6686","1.43","A 4.27","4642","1323","10371","52306","272597"
"208","David Kalb","US","N/A","Ohio","389","88","5","5","101","203","14","12567","2661","3.27","A 1.19","4641","1350","7134","39308","184802"
"209","Josh Harm","AU","Region 1","Australia/NZ","216","74","3","4","99","121","13","8090","2758","1.8","A 4.86","4638","1350","4964","21384","263800"
"210","Tyler Pfeil2","US","Region 4","Pennsylvania","1469","393","5","4","96","830","14","43896","11825","2.59","B 3.25","4635","1722","4289","140606","271581"
"211","Josh W Phillips","US","Region 1","Mid-South","964","232","5","5","93","510","13","29735","7025","2.15","A 2.90","4629","1213","3617","89689","271207"
"212","Nathan Davis","US","Region 4","Indiana","185","31","4","4","108","114","14","5536","1054","2.5","A 2.44","4623","1297","2066","20059","260227"
"213","Robert Schaeffer","US","Region 4","Pennsylvania","453","37","6","5","83","169","14","16728","1629","2.49","A 4.99","4619","1350","1452","37569","258400"
"214","Daniel Nalley","US","Region 3","Georgia","342","78","4","4","78","159","12","10412","2650","1.68","A 4.99","4612","1158","2154","26817","370119"
"215","Randy Shreves","US","Region 5","Illinois","1765","248","4","5","82","767","12","39209","5974","1.77","A 3.70","4600","1350","5338","145200","311154"
"216","Dustin Layman","US","Region 4","Great Plains","387","56","5","5","73","128","12","11001","1789","1.99","A 3.71","4600","1279","836","28179","386547"
"217","Aaron Paule","US","Region 5","Illinois","615","189","3","4","90","368","12","18418","5825","1.44","A 4.59","4581","1523","7612","55245","269611"
"218","Jason Mynatt","US","Region 5","Illinois","472","109","4","4","101","274","14","17268","4434","2.33","A 3.21","4575","1350","8850","47671","294467"
"219","Aaron Kitchen","US","Region 1","Mid-South","422","46","6","6","77","126","14","15804","1942","2.53","A 4.23","4571","1194","1064","32568","297889"
"220","Matt S Sanders","US","Region 4","Northwest","506","97","5","6","77","197","13","15085","3477","2.96","A 2.49","4567","1350","4959","39089","349924"
"221","Jake Ester","US","Region 4","Pennsylvania","356","55","6","5","87","152","13","10810","1585","2.57","B 3.81","4565","1147","269","31072","433955"
"222","Corey Deuser","US","Region 3","Indiana","122","46","3","3","99","77","11","3698","1439","1.13","A 3.48","4532","1206","543","12104","44601"
"223","Shae Paulo","US","Region 2","California Club","393","56","5","6","73","136","13","11002","1873","3.36","A 3.55","4528","1479","1942","28704","282157"
"224","Alex Ruppert","US","Region 4","Pennsylvania","621","87","6","6","70","209","13","16477","2709","3.72","A 3.43","4526","1325","814","43288","298350"
"225","Anthony LoPresto2","US","Region 6","Michigan","176","76","4","4","104","119","13","6014","3133","2.5","B 2.42","4524","1234","9842","18318","322906"
"226","CJ Phillips","US","Region 1","Carolina","590","109","5","5","81","245","13","17700","4318","1.74","P 3.15","4519","1585","2464","47891","318521"
"227","Jacob Melvin","US","Region 4","Indiana","267","58","4","4","93","146","12","8307","1910","2.09","B 2.78","4518","1274","4519","24865","275812"
"228","Richie McLeod","AU","Region 1","Australia/NZ","1537","95","6","7","63","372","14","44485","5371","2.33","A 4.99","4514","1333","13268","97193","270559"
"229","Jock Goodyer","AU","Region 1","Australia/NZ","192","78","3","3","94","129","13","5277","2155","2.36","A 2.53","4505","1350","1827","17986","240170"
"230","Kevin Hanley","US","Region 1","New York","1081","88","6","6","81","355","14","32670","3538","3.38","A 2.53","4505","1188","5667","87551","322979"
"231","Jake Froemke","US","Region 3","Midwest","177","67","4","5","93","104","13","5442","2749","3.12","A 2.60","4502","1350","948","16407","285766"
"232","Paul Kusheba","US","N/A","New England","177","89","3","3","96","127","13","5357","2724","2.14","A 3.56","4501","1350","6732","16944","33628"
"233","Earl Artz Jr","US","Region 4","Pennsylvania","509","30","6","6","94","187","15","19094","1708","2.52","A 4.93","4489","1393","1499","47667","232300"
"234","Johnny Broking","US","Region 3","Midwest","217","70","4","4","96","126","14","7442","2538","2.58","A 3.56","4486","1350","1856","20801","124848"
"235","Bill Stebner","US","Region 3","Midwest","301","11","6","6","94","93","16","10156","790","2.7","A 4.58","4485","1737","1485","28251","77929"
"236","Kenneth Daeke Jr","US","N/A","Carolina","1405","235","5","5","101","698","15","44670","9822","3.28","B 2.64","4485","1938","12109","142220","184169"
"237","Adam Holbert","US","Region 1","Mid-South","1466","302","4","5","84","673","13","39341","9278","1.82","A 4.42","4485","1290","2200","123423","365802"
"238","AJ Neben","US","Region 5","Great Plains","222","76","4","4","104","146","14","6537","2246","1.85","A 3.27","4473","1350","5271","22977","16712"
"239","Jason Burton","US","N/A","Northwest","1900","483","3","4","85","1020","12","54872","17471","1.43","A 3.38","4470","1350","15530","160738","324860"
"240","Aaron Hatton","NZ","Region 1","Australia/NZ","542","78","6","6","61","170","12","15240","3092","2.82","A 3.45","4460","1350","1570","33250","320173"
"241","Jason Stehney","US","N/A","Mid-South","135","18","5","5","94","58","13","4242","554","2.73","A 3.60","4458","1350","1442","12707","169947"
"242","Brad Dyer","US","Region 1","Mid-South","362","57","5","5","83","158","13","12609","2020","2.1","A 4.52","4457","1227","2283","30021","271519"
"243","Dave Bodio","US","N/A","New England","220","111","3","3","97","160","12","6705","3535","2.65","B 2.37","4447","1376","11699","21419","175136"
"244","Ian Blanchard","CA","Region 2","Canada","224","66","3","4","86","120","12","6732","2311","1.46","A 4.89","4434","1258","2413","19289","66928"
"245","Ronald Heaton","US","Region 4","Indiana","100","49","2","2","96","70","10","3402","1472","0.96","A 4.53","4433","1304","530","9635","51510"
"246","Derek Fedkenheuer2","US","Region 3","Midwest","245","53","4","4","101","144","13","6968","1888","1.13","A 4.99","4429","1350","972","24834","413206"
"247","Adam Hommerding","US","Region 3","West","140","20","6","5","80","58","13","4247","618","1.59","A 4.18","4423","1350","1767","11206","276109"
"248","Jeffrey Roeffen","NL","N/A","Benelux","203","53","3","4","81","118","12","4949","1677","2.54","B 3.52","4412","1284","3327","16404","177287"
"249","Ryan Zebeau","US","N/A","Georgia","317","33","6","6","84","102","14","12157","1262","2.74","A 4.56","4409","1350","2794","26505","269293"
"250","Jason Karlavige","US","Region 4","Pennsylvania","327","41","5","5","92","146","14","9718","1220","2.26","A 4.78","4408","1241","1368","30193","33234"
"251","Kacey Ryser","US","Region 4","Great Plains","782","65","6","7","66","229","13","21445","2659","2.49","A 4.68","4408","1194","1422","51294","345381"
"252","James Ambrosius","US","Region 3","Midwest","118","23","4","4","93","52","12","3962","969","2.14","A 4.72","4407","1350","472","10929","396863"
"253","Bob King","AU","Region 1","Australia/NZ","143","53","3","4","94","82","12","4188","1888","2.91","B 3.63","4404","1276","1158","13375","271057"
"254","Matthew Everts","US","Region 3","Midwest","580","63","6","6","80","214","13","19672","2461","2.89","A 4.32","4403","1377","2786","46684","307704"
"255","Ross Korynta","US","Region 3","Midwest","741","48","6","6","73","231","13","21468","2013","3.17","A 2.66","4401","1162","1197","54206","370219"
"256","Lucas Ruark","US","Region 3","Georgia","158","33","5","5","85","70","13","4636","904","2.68","A 4.15","4399","1350","649","13436","219043"
"257","Tony Gualda","US","Region 1","California Club","325","93","6","5","99","179","14","10469","2501","4.61","B 2.49","4394","1350","4708","32035","40607"
"258","Doug Silvernail","US","Region 1","New York","1381","203","5","6","91","552","14","47601","8591","2.04","A 4.29","4392","1576","5123","125612","364643"
"259","Huey Quillen","US","Region 1","Mid-South","496","31","7","7","73","112","14","17821","1547","3.14","A 3.34","4389","1350","718","36341","369202"
"260","Matthew .A. Mitchell","CA","Region 2","Canada","391","109","4","5","98","197","13","12540","3719","0.98","A 4.99","4388","1350","5048","38425","409084"
"261","Brayton Wallace","US","Region 5","Illinois","148","37","5","5","100","91","14","6310","1252","2.03","A 4.99","4386","1350","1279","14764","270391"
"262","Steven M Moore","US","Region 5","Illinois","722","139","4","5","62","288","11","20197","5109","1.86","A 4.70","4381","1057","4694","44888","309502"
"263","Zack Nichols","US","Region 6","Michigan","87","39","4","3","98","59","12","2679","1027","1.98","A 4.51","4377","1263","2393","8497","247460"
"264","Thomas O'Leary","GB","Region 3","UK and I","97","41","3","3","94","69","11","2307","945","1.09","A 3.17","4375","1513","4590","9155","111809"
"265","Kevin Gram","US","Region 3","West","494","37","5","6","83","154","13","17111","1655","2.49","A 4.41","4373","1350","5783","40760","26866"
"266","Andrew Faryniarz","US","N/A","New England","203","26","5","5","76","81","12","6842","816","1","A 4.99","4372","1205","2951","15405","251691"
"267","Eric Zuelzke","US","Region 2","Ohio","640","68","6","6","69","192","13","16526","2062","3.03","A 2.07","4371","1266","2930","44104","288794"
"268","Stephen Spies","US","N/A","Great Plains","243","19","5","6","88","105","14","8771","1019","2.52","A 4.67","4361","1233","1606","21391","258176"
"269","Ethan Shiflett","US","Region 2","Virginias","334","25","7","6","82","109","14","11076","1028","2.62","A 3.40","4361","1231","4453","27413","276908"
"270","Trevor Fisher","US","Region 4","Indiana","188","51","4","4","88","92","11","5791","1637","2.43","A 4.43","4359","1415","3705","16561","250415"
"271","Benji Killian","US","Region 3","Texas","411","56","5","5","87","146","13","13387","2255","2.65","A 2.54","4359","1186","5976","35841","341750"
"272","Troy Wagaman Jr","US","Region 4","Pennsylvania","81","28","4","4","115","56","15","2534","762","2.89","A 3.14","4358","1350","280","9354","266813"
"273","Michael Heileman2","US","Region 3","Midwest","3791","303","6","6","81","1204","14","120509","12533","3.02","A 2.28","4358","1545","3115","306005","277094"
"274","Ryan Curtis","US","Region 3","Midwest","416","64","5","5","102","191","14","13008","2209","3.56","A 2.33","4343","1350","1550","42417","376251"
"275","Scott Shroyer","US","Region 1","Florida","494","46","5","5","83","185","13","18830","2567","1.25","A 4.99","4340","1347","3871","41210","273224"
"276","Dustin Sizemore","US","Region 1","Mid-South","2398","233","6","6","81","855","13","82214","10133","3.32","A 3.44","4340","1350","6877","193403","280294"
"277","David Sutton2","US","Region 4","Northwest","278","36","5","5","91","113","12","10038","1480","2.5","A 4.19","4339","1350","3815","25218","255146"
"278","Alex A Payne","US","Region 1","New York","166","27","6","5","81","76","13","4971","1043","2.31","A 3.65","4332","1229","338","13478","380628"
"279","Travis Adams","US","Region 2","Virginias","116","68","2","3","100","91","12","3932","2318","0.64","A 4.78","4328","1434","1464","11611","68607"
"280","Dustin Dougan","US","Region 4","Great Plains","138","41","4","4","98","97","13","4071","1388","2.19","A 2.55","4325","1350","2778","13546","256268"
"281","Jarrett Murphy","US","Region 4","Indiana","284","56","5","5","84","142","13","7896","2058","1.93","A 4.55","4321","1350","3491","23851","270582"
"282","Jeff Nevins","US","Region 4","Great Plains","134","47","4","3","90","73","10","3987","1357","2.01","A 3.57","4315","1516","2318","12007","271100"
"283","Corey Gordon","US","Region 1","Carolina","356","101","5","6","82","171","14","9835","3185","2.47","A 4.34","4312","1350","1671","29155","33164"
"284","Brennan Rogers","US","Region 2","California Club","63","32","4","4","112","48","14","2023","1174","2.83","A 4.66","4312","1506","403","7039","144663"
"285","Lee Daniel Robinson","US","N/A","Mid-South","237","108","3","4","104","154","14","8481","4300","1.95","A 3.58","4307","1350","1067","24604","269540"
"286","Daniel L Powell","US","Region 1","Mid-South","913","96","5","6","77","298","13","29132","4724","2.89","A 2.46","4306","1280","1895","70082","324708"
"287","Keven Hébert","CA","N/A","Canada","378","43","7","7","80","126","15","11361","1660","4.22","A 2.37","4296","1262","1753","30085","110385"
"288","Mason Hannagan","US","Region 4","Indiana","179","22","6","6","77","74","14","4601","818","3.4","A 2.56","4287","1283","916","13869","263033"
"289","Roger Jett","US","Region 1","Mid-South","183","19","4","5","94","79","14","6941","1107","1.51","A 4.99","4286","1472","518","17229","18988"
"290","Grant Wessley2","US","Region 4","Indiana","252","71","4","4","87","139","12","7129","2041","1.71","A 3.62","4282","1350","4946","21843","269935"
"291","Félix Roy2","CA","Region 2","Canada","343","59","6","5","96","177","14","10375","1583","2.55","A 1.99","4281","1264","1546","33083","497341"
